onset	duration	Subj	trial	trial_type	stop	go	go_prob	rt
1.827153	1	SS32	 1	StopTrialResponse	0	1	0.75	538.283
6.309092	1	SS32	 2	25pStop          	1	0	0.25	    NaN
15.30749	1	SS32	 3	100pGo           	0	1	   1	537.892
21.30912	1	SS32	 4	0pStop           	1	0	   0	    NaN
33.32065	1	SS32	 5	25pStop          	1	0	0.25	    NaN
36.31203	1	SS32	 6	50pStop          	1	0	 0.5	    NaN
39.31207	1	SS32	 7	0pStop           	1	0	   0	    NaN
46.82335	1	SS32	 8	100pGo           	0	1	   1	 535.66
54.31872	1	SS32	 9	25pStop          	1	0	0.25	    NaN
61.81347	1	SS32	10	100pGo           	0	1	   1	538.331
66.31259	1	SS32	11	StopTrialResponse	0	1	0.75	537.879
 72.3186	1	SS32	12	0pStop           	1	0	   0	    NaN
 76.8153	1	SS32	13	0pStop           	1	0	   0	    NaN
87.31148	1	SS32	14	StopTrialResponse	0	1	0.75	539.369
90.30963	1	SS32	15	25pStop          	1	0	0.25	    NaN
102.3217	1	SS32	16	0pStop           	1	0	   0	    NaN
108.3106	1	SS32	17	25pStop          	1	0	0.25	    NaN
112.8073	1	SS32	18	StopTrialResponse	0	1	0.75	539.328
126.3251	1	SS32	19	StopTrialResponse	0	1	0.75	529.045
130.8166	1	SS32	20	StopTrialResponse	0	1	0.75	 537.72
 141.312	1	SS32	21	0pStop           	1	0	   0	    NaN
145.8101	1	SS32	22	50pStop          	1	0	 0.5	    NaN
151.8202	1	SS32	23	100pGo           	0	1	   1	537.621
162.3127	1	SS32	24	25pStop          	1	0	0.25	    NaN
166.8074	1	SS32	25	0pStop           	1	0	   0	    NaN
  169.81	1	SS32	26	0pStop           	1	0	   0	    NaN
175.8134	1	SS32	27	25pStop          	1	0	0.25	    NaN
181.8236	1	SS32	28	50pStop          	1	0	 0.5	    NaN
 186.311	1	SS32	29	100pGo           	0	1	   1	511.068
199.8217	1	SS32	30	StopTrialResponse	0	1	0.75	539.281
202.8175	1	SS32	31	50pStop          	1	0	 0.5	    NaN
207.3176	1	SS32	32	25pStop          	1	0	0.25	    NaN
  217.81	1	SS32	33	StopTrialResponse	0	1	0.75	538.558
226.8256	1	SS32	34	25pStop          	1	0	0.25	    NaN
229.8131	1	SS32	35	50pStop          	1	0	 0.5	    NaN
240.3287	1	SS32	36	100pGo           	0	1	   1	538.553
243.3291	1	SS32	37	100pGo           	0	1	   1	 538.01
252.3178	1	SS32	38	100pGo           	0	1	   1	538.362
256.8101	1	SS32	39	100pGo           	0	1	   1	539.188
 268.814	1	SS32	40	0pStop           	1	0	   0	    NaN
273.3326	1	SS32	41	StopTrialResponse	0	1	0.75	539.256
280.8147	1	SS32	42	25pStop          	1	0	0.25	    NaN
286.8135	1	SS32	43	25pStop          	1	0	0.25	    NaN
 291.318	1	SS32	44	50pStop          	1	0	 0.5	    NaN
303.3269	1	SS32	45	0pStop           	1	0	   0	    NaN
312.3277	1	SS32	46	StopTrialResponse	0	1	 0.5	539.438
316.8261	1	SS32	47	25pStop          	1	0	0.25	    NaN
322.8136	1	SS32	48	StopTrialResponse	0	1	0.75	538.851
327.3212	1	SS32	49	StopTrialResponse	0	1	 0.5	538.898
331.8364	1	SS32	50	100pGo           	0	1	   1	539.436
336.3221	1	SS32	51	100pGo           	0	1	   1	540.438
340.8237	1	SS32	52	50pStop          	1	0	 0.5	    NaN
345.3197	1	SS32	53	0pStop           	1	0	   0	    NaN
358.8202	1	SS32	54	25pStop          	1	0	0.25	    NaN
372.3282	1	SS32	55	0pStop           	1	0	   0	    NaN
376.8215	1	SS32	56	100pGo           	0	1	   1	539.757
382.8218	1	SS32	57	StopTrialResponse	0	1	0.75	538.219
394.8172	1	SS32	58	50pStop          	1	0	 0.5	    NaN
397.8214	1	SS32	59	50pStop          	1	0	 0.5	    NaN
405.3261	1	SS32	60	StopTrialResponse	0	1	0.75	538.151
411.3211	1	SS32	61	100pGo           	0	1	   1	538.819
  417.32	1	SS32	62	50pStop          	1	0	 0.5	    NaN
423.3267	1	SS32	63	StopTrialResponse	0	1	 0.5	538.761
429.3218	1	SS32	64	0pStop           	1	0	   0	    NaN
432.3247	1	SS32	65	50pStop          	1	0	 0.5	    NaN
441.3204	1	SS32	66	25pStop          	1	0	0.25	    NaN
445.8228	1	SS32	67	100pGo           	0	1	   1	538.985
448.8232	1	SS32	68	StopTrialResponse	0	1	0.75	540.613
454.8298	1	SS32	69	StopTrialResponse	0	1	0.75	 539.49
459.3183	1	SS32	70	0pStop           	1	0	   0	    NaN
465.3356	1	SS32	71	StopTrialResponse	0	1	0.75	538.287
469.8257	1	SS32	72	50pStop          	1	0	 0.5	    NaN
483.3242	1	SS32	73	100pGo           	0	1	   1	435.849
487.8224	1	SS32	74	0pStop           	1	0	   0	    NaN
492.3272	1	SS32	75	25pStop          	1	0	0.25	    NaN
