onset	duration	Subj	trial	trial_type	stop	go	go_prob	rt
 1.82322	1	SS42	 1	100pGo           	0	1	   1	537.771
7.815776	1	SS42	 2	StopTrialResponse	0	1	 0.5	539.489
21.33124	1	SS42	 3	StopTrialResponse	0	1	 0.5	538.497
27.31507	1	SS42	 4	StopTrialResponse	0	1	 0.5	538.487
  31.823	1	SS42	 5	StopTrialResponse	0	1	 0.5	 539.34
36.31702	1	SS42	 6	0pStop           	1	0	   0	    NaN
40.82269	1	SS42	 7	0pStop           	1	0	   0	    NaN
45.31245	1	SS42	 8	StopTrialResponse	0	1	0.75	539.332
58.81319	1	SS42	 9	0pStop           	1	0	   0	    NaN
64.82194	1	SS42	10	StopTrialResponse	0	1	 0.5	538.237
 67.8137	1	SS42	11	StopTrialResponse	0	1	 0.5	 538.18
78.32107	1	SS42	12	100pGo           	0	1	   1	538.778
84.32367	1	SS42	13	StopTrialResponse	0	1	0.75	539.608
88.81588	1	SS42	14	StopTrialResponse	0	1	0.75	538.904
93.32796	1	SS42	15	50pStop          	1	0	 0.5	    NaN
97.81324	1	SS42	16	25pStop          	1	0	0.25	    NaN
109.8227	1	SS42	17	StopTrialResponse	0	1	0.75	537.888
115.8134	1	SS42	18	0pStop           	1	0	   0	    NaN
126.3213	1	SS42	19	100pGo           	0	1	   1	538.624
129.3174	1	SS42	20	0pStop           	1	0	   0	    NaN
133.8231	1	SS42	21	25pStop          	1	0	0.25	    NaN
144.3203	1	SS42	22	StopTrialResponse	0	1	 0.5	 539.15
153.3209	1	SS42	23	50pStop          	1	0	 0.5	    NaN
157.8228	1	SS42	24	50pStop          	1	0	 0.5	    NaN
160.8325	1	SS42	25	StopTrialResponse	0	1	 0.5	539.798
168.3123	1	SS42	26	25pStop          	1	0	0.25	    NaN
172.8229	1	SS42	27	0pStop           	1	0	   0	    NaN
175.8152	1	SS42	28	0pStop           	1	0	   0	    NaN
181.8295	1	SS42	29	StopTrialResponse	0	1	0.75	538.915
193.8234	1	SS42	30	25pStop          	1	0	0.25	    NaN
198.3226	1	SS42	31	100pGo           	0	1	   1	537.879
 211.835	1	SS42	32	0pStop           	1	0	   0	    NaN
214.8231	1	SS42	33	25pStop          	1	0	0.25	    NaN
220.8322	1	SS42	34	StopTrialResponse	0	1	 0.5	 537.67
232.8232	1	SS42	35	0pStop           	1	0	   0	    NaN
241.8232	1	SS42	36	StopTrialResponse	0	1	0.75	520.048
250.8244	1	SS42	37	0pStop           	1	0	   0	    NaN
264.3256	1	SS42	38	0pStop           	1	0	   0	    NaN
276.3219	1	SS42	39	25pStop          	1	0	0.25	    NaN
 282.329	1	SS42	40	100pGo           	0	1	   1	538.169
294.3359	1	SS42	41	25pStop          	1	0	0.25	    NaN
297.3284	1	SS42	42	100pGo           	0	1	   1	539.642
301.8305	1	SS42	43	75pStop          	1	0	0.75	    NaN
306.3201	1	SS42	44	100pGo           	0	1	   1	537.942
313.8324	1	SS42	45	25pStop          	1	0	0.25	    NaN
318.3139	1	SS42	46	StopTrialResponse	0	1	 0.5	538.628
324.3228	1	SS42	47	100pStop         	1	0	   1	    NaN
328.8233	1	SS42	48	100pGo           	0	1	   1	538.497
331.8323	1	SS42	49	StopTrialResponse	0	1	0.75	537.793
337.8238	1	SS42	50	0pStop           	1	0	   0	    NaN
342.3351	1	SS42	51	100pGo           	0	1	   1	539.217
352.8244	1	SS42	52	25pStop          	1	0	0.25	    NaN
366.3254	1	SS42	53	StopTrialResponse	0	1	0.75	480.524
369.3284	1	SS42	54	25pStop          	1	0	0.25	    NaN
372.3254	1	SS42	55	25pStop          	1	0	0.25	    NaN
381.3252	1	SS42	56	100pGo           	0	1	   1	539.111
385.8221	1	SS42	57	50pStop          	1	0	 0.5	    NaN
391.8225	1	SS42	58	100pGo           	0	1	   1	414.281
400.8217	1	SS42	59	0pStop           	1	0	   0	    NaN
405.3195	1	SS42	60	StopTrialResponse	0	1	0.75	538.303
409.8265	1	SS42	61	75pStop          	1	0	0.75	    NaN
  415.83	1	SS42	62	25pStop          	1	0	0.25	    NaN
420.3349	1	SS42	63	StopTrialResponse	0	1	0.75	 538.99
427.8331	1	SS42	64	100pGo           	0	1	   1	538.964
432.3294	1	SS42	65	25pStop          	1	0	0.25	    NaN
438.3254	1	SS42	66	StopTrialResponse	0	1	0.25	538.907
442.8296	1	SS42	67	0pStop           	1	0	   0	    NaN
450.3255	1	SS42	68	100pGo           	0	1	   1	538.922
456.3266	1	SS42	69	StopTrialResponse	0	1	0.75	538.483
466.8411	1	SS42	70	0pStop           	1	0	   0	    NaN
472.8335	1	SS42	71	StopTrialResponse	0	1	0.75	539.549
475.8299	1	SS42	72	75pStop          	1	0	0.75	    NaN
480.3302	1	SS42	73	StopTrialResponse	0	1	 0.5	229.494
484.8336	1	SS42	74	100pGo           	0	1	   1	538.333
489.3265	1	SS42	75	25pStop          	1	0	0.25	    NaN
