onset	duration	Subj	trial	trial_type	stop	go	go_prob	rt
1.817486	1	SS37	 1	25pStop          	1	0	0.25	    NaN
4.804741	1	SS37	 2	StopTrialResponse	0	1	0.75	538.411
12.30986	1	SS37	 3	StopTrialResponse	0	1	0.75	537.652
15.30917	1	SS37	 4	25pStop          	1	0	0.25	    NaN
19.80616	1	SS37	 5	0pStop           	1	0	   0	    NaN
 28.8153	1	SS37	 6	25pStop          	1	0	0.25	    NaN
34.81325	1	SS37	 7	0pStop           	1	0	   0	    NaN
40.81531	1	SS37	 8	25pStop          	1	0	0.25	    NaN
54.31931	1	SS37	 9	25pStop          	1	0	0.25	    NaN
58.80651	1	SS37	10	100pGo           	0	1	   1	539.228
63.31727	1	SS37	11	100pGo           	0	1	   1	538.414
 67.8152	1	SS37	12	0pStop           	1	0	   0	    NaN
72.31729	1	SS37	13	StopTrialResponse	0	1	0.75	538.508
78.31223	1	SS37	14	0pStop           	1	0	   0	    NaN
85.80483	1	SS37	15	25pStop          	1	0	0.25	    NaN
97.81753	1	SS37	16	StopTrialResponse	0	1	0.75	538.053
100.8138	1	SS37	17	100pGo           	0	1	   1	538.344
105.3116	1	SS37	18	25pStop          	1	0	0.25	    NaN
112.8226	1	SS37	19	StopTrialResponse	0	1	0.75	538.871
123.3114	1	SS37	20	StopTrialResponse	0	1	 0.5	539.015
135.3129	1	SS37	21	StopTrialResponse	0	1	0.75	539.317
141.3185	1	SS37	22	StopTrialResponse	0	1	0.75	538.356
147.3179	1	SS37	23	50pStop          	1	0	 0.5	    NaN
150.3095	1	SS37	24	StopTrialResponse	0	1	0.75	539.621
154.8142	1	SS37	25	100pGo           	0	1	   1	538.193
159.3095	1	SS37	26	25pStop          	1	0	0.25	    NaN
165.3293	1	SS37	27	100pGo           	0	1	   1	539.408
168.3088	1	SS37	28	50pStop          	1	0	 0.5	    NaN
172.8158	1	SS37	29	0pStop           	1	0	   0	    NaN
186.3171	1	SS37	30	25pStop          	1	0	0.25	    NaN
190.8133	1	SS37	31	StopTrialResponse	0	1	0.75	537.657
199.8149	1	SS37	32	0pStop           	1	0	   0	    NaN
210.3248	1	SS37	33	StopTrialResponse	0	1	0.75	538.507
214.8141	1	SS37	34	50pStop          	1	0	 0.5	    NaN
228.3272	1	SS37	35	50pStop          	1	0	 0.5	    NaN
232.8236	1	SS37	36	25pStop          	1	0	0.25	    NaN
237.3116	1	SS37	37	0pStop           	1	0	   0	    NaN
241.8138	1	SS37	38	0pStop           	1	0	   0	    NaN
244.8128	1	SS37	39	StopTrialResponse	0	1	0.75	539.705
258.3186	1	SS37	40	100pGo           	0	1	   1	 535.27
264.3257	1	SS37	41	StopTrialResponse	0	1	 0.5	537.933
270.3179	1	SS37	42	100pGo           	0	1	   1	 539.71
282.3258	1	SS37	43	25pStop          	1	0	0.25	    NaN
292.8204	1	SS37	44	100pGo           	0	1	   1	537.874
297.3201	1	SS37	45	StopTrialResponse	0	1	 0.5	537.656
307.8214	1	SS37	46	25pStop          	1	0	0.25	    NaN
312.3254	1	SS37	47	100pGo           	0	1	   1	537.985
315.3185	1	SS37	48	100pGo           	0	1	   1	539.513
322.8227	1	SS37	49	StopTrialResponse	0	1	0.75	538.723
327.3171	1	SS37	50	100pGo           	0	1	   1	540.396
333.3269	1	SS37	51	StopTrialResponse	0	1	 0.5	538.783
339.3202	1	SS37	52	StopTrialResponse	0	1	0.75	538.334
343.8234	1	SS37	53	100pGo           	0	1	   1	538.231
 354.317	1	SS37	54	50pStop          	1	0	 0.5	    NaN
361.8321	1	SS37	55	StopTrialResponse	0	1	 0.5	537.782
366.3174	1	SS37	56	0pStop           	1	0	   0	    NaN
369.3182	1	SS37	57	0pStop           	1	0	   0	    NaN
373.8224	1	SS37	58	0pStop           	1	0	   0	    NaN
385.8228	1	SS37	59	0pStop           	1	0	   0	    NaN
390.3201	1	SS37	60	StopTrialResponse	0	1	 0.5	538.681
393.3206	1	SS37	61	0pStop           	1	0	   0	    NaN
399.3192	1	SS37	62	0pStop           	1	0	   0	    NaN
403.8225	1	SS37	63	25pStop          	1	0	0.25	    NaN
409.8215	1	SS37	64	0pStop           	1	0	   0	    NaN
415.8321	1	SS37	65	25pStop          	1	0	0.25	    NaN
418.8227	1	SS37	66	50pStop          	1	0	 0.5	    NaN
423.3271	1	SS37	67	100pGo           	0	1	   1	 537.57
429.3167	1	SS37	68	100pGo           	0	1	   1	538.192
442.8353	1	SS37	69	100pGo           	0	1	   1	538.468
451.8235	1	SS37	70	50pStop          	1	0	 0.5	    NaN
460.8243	1	SS37	71	50pStop          	1	0	 0.5	    NaN
466.8226	1	SS37	72	StopTrialResponse	0	1	0.75	539.406
478.8249	1	SS37	73	25pStop          	1	0	0.25	    NaN
487.8231	1	SS37	74	StopTrialResponse	0	1	0.75	538.888
492.3256	1	SS37	75	50pStop          	1	0	 0.5	    NaN
